List Size,Time Taken (s),Peak Memory Usage (bytes)
10,1.7300015315413475e-05,40598
10,1.4999997802078724e-05,40598
10,1.479999627918005e-05,40598
10,1.390004763379693e-05,40598
10,1.3699987903237343e-05,40598
10,1.3699987903237343e-05,40598
10,1.3500044587999582e-05,40598
10,1.309998333454132e-05,40598
10,1.4499993994832039e-05,40598
10,1.3199984095990658e-05,40598
10,1.3300043065100908e-05,40598
10,1.3399985618889332e-05,40598
10,1.3299984857439995e-05,40598
10,1.3699987903237343e-05,40598
10,1.3100041542202234e-05,40598
10,1.3599987141788006e-05,40598
10,1.3300043065100908e-05,40598
10,1.3399985618889332e-05,40598
10,1.3299984857439995e-05,40598
10,1.3599987141788006e-05,40598
10,1.2999982573091984e-05,40598
10,1.3199984095990658e-05,40598
10,1.3100041542202234e-05,40598
10,1.360004534944892e-05,40598
10,1.4099990949034691e-05,40598
50,7.03000114299357e-05,40598
50,6.960000609979033e-05,40598
50,6.859999848529696e-05,40598
50,6.890000076964498e-05,40598
50,7.300003198906779e-05,40598
50,6.820005364716053e-05,40598
50,6.890000076964498e-05,40598
50,6.799999391660094e-05,40598
50,6.880000000819564e-05,40598
50,6.910000229254365e-05,40598
50,6.900000153109431e-05,40598
50,6.990000838413835e-05,40598
50,6.990000838413835e-05,40598
50,7.040001219138503e-05,40598
50,6.9500005338341e-05,40598
50,7.349997758865356e-05,40598
50,6.970000686123967e-05,40598
50,7.040001219138503e-05,40598
50,6.920000305399299e-05,40598
50,7.03000114299357e-05,40598
50,6.940000457689166e-05,40598
50,7.020001066848636e-05,40598
50,6.970000686123967e-05,40598
50,6.980000762268901e-05,40598
50,6.980000762268901e-05,40598
100,0.000146100006531924,40598
100,0.00014620000729337335,40598
100,0.0001438999897800386,40598
100,0.0001453000004403293,40598
100,0.00014449999434873462,40598
100,0.0001482999650761485,40598
100,0.00014490005560219288,40598
100,0.00014630000805482268,40598
100,0.00014489999739453197,40598
100,0.00014650000957772136,40598
100,0.00014519999967887998,40598
100,0.00014479999663308263,40598
100,0.00014670001110062003,40598
100,0.00014509999891743064,40598
100,0.0001476999605074525,40598
100,0.00014449999434873462,40598
100,0.00014449999434873462,40598
100,0.0001476999605074525,40598
100,0.00014620000729337335,40598
100,0.000145800004247576,40598
100,0.00014519999967887998,40598
100,0.00014429999282583594,40598
100,0.00014449999434873462,40598
100,0.00014949997421354055,40598
100,0.000146100006531924,40598
500,0.004683200037106872,40598
500,0.004657900019083172,40598
500,0.004654599993955344,40598
500,0.00466999999480322,40598
500,0.004665300017222762,40598
500,0.004639899998437613,40598
500,0.004672699957154691,40598
500,0.004656999954022467,40598
500,0.004665300017222762,40598
500,0.004675600037444383,40598
500,0.0046672000316902995,40598
500,0.004679400008171797,40598
500,0.004674999974668026,40598
500,0.00466109998524189,40598
500,0.004668500041589141,40598
500,0.004669699992518872,40598
500,0.004671200003940612,40598
500,0.004662399995140731,40598
500,0.004675499978475273,40598
500,0.0046870000078342855,40598
500,0.0046787000028416514,40598
500,0.004660200036596507,40598
500,0.004673600022215396,40598
500,0.004657899960875511,40598
500,0.0046719000092707574,40598
1000,0.014272900007199496,40598
1000,0.013893800030928105,40598
1000,0.014000400027725846,40598
1000,0.013919100048951805,40598
1000,0.013953099958598614,40598
1000,0.013969100022222847,40598
1000,0.013966400001663715,40598
1000,0.013969300023745745,40598
1000,0.013987599988467991,40598
1000,0.013957099989056587,40598
1000,0.013990899955388159,40598
1000,0.014133299991954118,40598
1000,0.013942799996584654,40598
1000,0.013955799979157746,40598
1000,0.013974999950733036,40598
1000,0.013963099976535887,40598
1000,0.014043599949218333,40598
1000,0.01401760004227981,40598
1000,0.01399369997670874,40598
1000,0.013991899963002652,40598
1000,0.01401139999506995,40598
1000,0.01404870004625991,40598
1000,0.01480710000032559,40598
1000,0.014026499993633479,40598
1000,0.014008799975272268,40598
5000,0.10474290000274777,42025
5000,0.1052066000411287,42025
5000,0.10485609999159351,42025
5000,0.1051932999980636,42025
5000,0.10494599997764453,42025
5000,0.1108329999842681,42025
5000,0.10587880003731698,42025
5000,0.10475659999065101,42025
5000,0.10489900002721697,42025
5000,0.10550040000816807,42025
5000,0.10549530002754182,42025
5000,0.10611779999453574,42025
5000,0.10581030003959313,42025
5000,0.1077124000294134,42025
5000,0.10552159999497235,42025
5000,0.10629889997653663,42025
5000,0.10502690001158044,42025
5000,0.10557860002154484,42025
5000,0.10575440002139658,42025
5000,0.10541570000350475,42025
5000,0.10577560000820085,42025
5000,0.10635849996469915,42025
5000,0.10536399995908141,42025
5000,0.10650440002791584,42025
5000,0.10612000001128763,42025
10000,0.23048770002787933,82089
10000,0.23184379999293014,82089
10000,0.2329357000417076,82089
10000,0.2316526000504382,82089
10000,0.23063360003288835,82089
10000,0.23254910000832751,82089
10000,0.2318951000343077,82089
10000,0.2299897000193596,82089
10000,0.23121170001104474,82089
10000,0.23202090000268072,82089
10000,0.23166310001397505,82089
10000,0.23066000000108033,82089
10000,0.23165329999756068,82089
10000,0.2316652000299655,82089
10000,0.23493070004042238,82089
10000,0.23722960002487525,82089
10000,0.23758559999987483,82089
10000,0.23664420004934072,82089
10000,0.23073059995658696,82089
10000,0.23962960002245381,82089
10000,0.23506879998603836,82089
10000,0.23397439997643232,82089
10000,0.23722250002902,82089
10000,0.23468130000401288,82089
10000,0.23504050000337884,82089
50000,1.3516575999674387,402249
50000,1.370887800003402,402249
50000,1.3599462999845855,402249
50000,1.3676602999912575,402249
50000,1.3502500000176951,402249
50000,1.3523721999954432,402249
50000,1.3539805000182241,402249
50000,1.3762569999671541,402249
50000,1.3634814000106417,402249
50000,1.3625089000561275,402249
50000,1.3551469999947585,402249
50000,1.3679100999725051,402249
50000,1.3566741999820806,402249
50000,1.3562823999673128,402249
50000,1.3492352000321262,402249
50000,1.348418700043112,402249
50000,1.3633794999914244,402249
50000,1.3560787999886088,402249
50000,1.3546350999968126,402249
50000,1.3666991000063717,402249
50000,1.3555748999933712,402249
50000,1.3537748000235297,402249
50000,1.3728741999948397,402249
50000,1.3669459000229836,402249
50000,1.3650439000339247,402249
100000,2.9087266999995336,802313
100000,2.9168487999704666,802313
100000,2.9066458999877796,802313
100000,2.9212381999823265,802313
100000,2.9056145999929868,802313
100000,2.925393500016071,802313
100000,2.945601500046905,802313
100000,2.9631427999702282,802313
100000,2.932611900032498,802313
100000,2.922381200012751,802313
100000,2.967143199988641,802313
100000,2.893262900004629,802313
100000,2.922938500007149,802313
100000,2.9444801000063308,802313
100000,2.9180211999919266,802313
100000,2.9674106999882497,802313
100000,2.9116609999909997,802313
100000,2.945126300037373,802313
100000,2.9442080999724567,802313
100000,2.960254499979783,802313
100000,2.9690798999508843,802313
100000,2.8951992000220343,802313
100000,2.9430355000076815,802313
100000,2.924440000031609,802313
100000,2.9039598000235856,802313
500000,16.49356319999788,4002441
500000,16.503957399982028,4002441
500000,16.476347399991937,4002441
500000,16.48425189999398,4002441
500000,16.433190699957777,4002441
500000,16.53966270003002,4002441
500000,16.387884399970062,4002441
500000,16.407357699994463,4002441
500000,16.568800699955318,4002441
500000,16.479979700001422,4002441
500000,16.628197599959094,4002441
500000,16.44130010000663,4002441
500000,16.445470899983775,4002441
500000,16.461338100023568,4002441
500000,16.4320013000397,4002441
500000,16.499931600003038,4002441
500000,16.44465099996887,4002441
500000,16.461422999971546,4002441
500000,16.420809000032023,4002441
500000,16.44859089999227,4002441
500000,16.48928809998324,4002441
500000,16.441070800006855,4002441
500000,16.46742569998605,4002441
500000,16.356225900002755,4002441
500000,16.477246000024024,4002441
1000000,34.93346879997989,8002505
1000000,34.398156000010204,8002505
1000000,34.48623650002992,8002505
1000000,34.42846249998547,8002505
1000000,34.43610479997005,8002505
1000000,34.33269350003684,8002505
1000000,34.34641509997891,8002505
1000000,34.256804800010286,8002505
1000000,34.47072889999254,8002505
1000000,34.31033600005321,8002505
1000000,34.51181669998914,8002505
1000000,34.49336399999447,8002505
1000000,34.38126239995472,8002505
1000000,34.33448279998265,8002505
1000000,34.44239500002004,8002505
1000000,34.26209229999222,8002505
1000000,34.45098100003088,8002505
1000000,34.558110199985094,8002505
1000000,34.41080349998083,8002505
1000000,34.48470079997787,8002505
1000000,34.47681540000485,8002505
1000000,34.407722900039516,8002505
1000000,34.611527999979444,8002505
1000000,34.517462700023316,8002505
1000000,34.55426790000638,8002505
